Source,Date,Mean
Geumcheon-gu,1885-09,31
Geumcheon-gu,1885-08,12
Geumcheon-gu,1885-07,26
Geumcheon-gu,1885-06,28
Geumcheon-gu,1885-05,28
Geumcheon-gu,1885-04,2
Geumcheon-gu,1885-03,20
Geumcheon-gu,1885-02,30
Geumcheon-gu,1885-01,29
Geumcheon-gu,1884-12,9
Geumcheon-gu,1884-11,24
Geumcheon-gu,1884-10,9
Geumcheon-gu,1884-09,14
Geumcheon-gu,1884-08,27
Geumcheon-gu,1884-07,27
Geumcheon-gu,1884-06,22
Geumcheon-gu,1884-05,1
Geumcheon-gu,1884-04,23
Geumcheon-gu,1884-03,26
Geumcheon-gu,1884-02,4
Geumcheon-gu,1884-01,8
Geumcheon-gu,1883-12,28
Geumcheon-gu,1883-11,26
Geumcheon-gu,1883-10,1
Geumcheon-gu,1883-09,25
Geumcheon-gu,1883-08,30
Geumcheon-gu,1883-07,32
Geumcheon-gu,1883-06,34
Geumcheon-gu,1883-05,32
Geumcheon-gu,1883-04,17
Geumcheon-gu,1883-03,27
Geumcheon-gu,1883-02,17
Geumcheon-gu,1883-01,11
Geumcheon-gu,1882-12,35
Geumcheon-gu,1882-11,9
Geumcheon-gu,1882-10,26
Geumcheon-gu,1882-09,16
Geumcheon-gu,1882-08,25
Geumcheon-gu,1882-07,15
Geumcheon-gu,1882-06,18
Geumcheon-gu,1882-05,17
Geumcheon-gu,1882-04,7
Geumcheon-gu,1882-03,27
Geumcheon-gu,1882-02,30
Geumcheon-gu,1882-01,21
Geumcheon-gu,1881-12,19
Geumcheon-gu,1881-11,10
Geumcheon-gu,1881-10,28
Geumcheon-gu,1881-09,2
Geumcheon-gu,1881-08,18
Geumcheon-gu,1881-07,15
Geumcheon-gu,1881-06,21
Geumcheon-gu,1881-05,11
Geumcheon-gu,1881-04,18
Geumcheon-gu,1881-03,2
Geumcheon-gu,1881-02,26
Geumcheon-gu,1881-01,20
Geumcheon-gu,1880-12,19
Geumcheon-gu,1880-11,0
Geumcheon-gu,1880-10,32
Geumcheon-gu,1880-09,0
Geumcheon-gu,1880-08,17
Geumcheon-gu,1880-07,1
Geumcheon-gu,1880-06,28
Geumcheon-gu,1880-05,0
Geumcheon-gu,1880-04,11
Geumcheon-gu,1880-03,28
Geumcheon-gu,1880-02,10
Geumcheon-gu,1880-01,11
